NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
27,009;27h;;H;"Esche dominiert, dazu Bergahorn, einzelne Tannen und Weisserlen. Schlussgrad normal bis räumig. Einzelbäume und Kleinkollektive
";Le frêne domine, accompagné de l’érable sycomore, de quelques sapins et d’aulnes blancs Degré de fermeture normal à espacé. Arbres isolés et petits collectifs. ;20;25;30;25;;"Quellige und sickernasse Stellen oft entlang von Bachläufen. Untergrund kalkreich, verdichtet.
";Emplacements de sources et d’infiltrations souvent le long de cours d’eau. Sous-sol calcaire compacté. ;"Üppige, artenreiche Krautschicht, Riesenschachtelhalm, oft Tuffausscheidungen mit Kalkquellmoosen.
";Strate herbacée luxuriante, riche en espèces. Prêle géante, souvent cônes de tuf avec des mousses des sources calcaires. ;Mull, auch feuchte Ausprägung, tstellenweise Anmoor, Kalkmull;"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser, Braunerde, Rendzina, Pararendzina, Regosol vernässt.
";"Skelettgehalt sehr gering bis hoch, Gründigkeit sehr tief, Durchlässigkeit mittel bis gering, stark bis sehr schwach pseudovergleyt oder sehr stark bis schwach grundnass. 
";Pierrosité très faible à élevée, sol très profond, perméabilité moyenne à faible, tendance au pseudogley forte à très faible ou influence de la nappe phréatique très forte à faible. ;9;9;9;0;;2;1;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;2;27h;;;;;;;;;;1;;0;;0;;0;0;0;0
27,1;27*;;;;L’aulne blanc et l’érable sycomore dominent, accompagnés du sorbier des oiseleurs et de quelques sapins et épicéas dans les petites stations moins engorgées. Présence du frêne par endroits. Le degré de fermeture est espacé à clairiéré. Arbres isolés et petits collectifs. Petites troches. ;15;20;27;20;;"Stark tonhaltige und basenreiche Unterlage, oft Tonschiefer, Mergel oder Flysch, oft Standorte mit tiefgründigen Bodenrutschungen: meist in Mulden, oft entlang von wenig tief eingeschnittenen Bächen. Eher Schattenlage.
";"Substrat très argileux, riche en bases, souvent schistes argileux, marnes ou flysch ; souvent stations sur glissements de terrain profonds. En général, cuvettes, souvent le long de torrents peu encaissés. Lieux plutôt ombragés. ";"Sehr üppige, artenreiche Hochstaudenflur
";Mégaphorbiées très luxuriantes, riches en espèces. ;Mull, feuchte Ausprägung, stellenweise Moder, Kalkmull feuchte Ausprägungen, Anmoor, teils erodiert;"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser, Braunerde, Rendzina, Pararendzina, Regosol vernässt.
";"Skelettgehalt sehr gering bis hoch, Gründigkeit sehr tief, Durchlässigkeit mittel bis gering, stark bis sehr schwach pseudovergleyt oder sehr stark bis schwach grundnass. 
";Pierrosité très faible à élevée, sol très profond, perméabilité moyenne à faible, tendance au pseudogley forte à très faible ou influence de la nappe phréatique très forte à faible. ;9;1;;;;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;2;27Stern;;;;;;;;;;1;;0;;0;;0;0;0;0
28;28;;H;"Eschen-Mischwald mit Bergulme, Bergahorn und Stieleiche, Grauerle.
";Frênaie mélangée avec orme de montagne, érable sycomore, chêne pédonculé et aulne blanc. ;25;32;35;32;;"Auenwald im näheren Bereich des Flusslaufes, ursprünglich regelmässig (meist nicht alljährlich) überschwemmt, Grundwasser meist im Wurzelraum, in Trockenperioden absinkend. Bei Flusskorrekturen selten überdauernd
";Forêt alluviale à proximité d’un cours d’eau, à l’origine régulièrement (en général pas tous les ans) inondée, nappe généralement jusqu’à l’espace racinaire, abaissement du niveau de la nappe durant les périodes de sécheresse. Mise en péril en cas de corrections de cours d’eau. ;"Meist dominiert der Winter-Schachtelhalm, doch kann die Krautschicht artenreich sein. Sträucher weniger dicht als im Zweiblatt-Eschenmischwald
";Souvent dominé par la prêle d’hiver, mais la strate herbacée peut être riche en espèces. Arbustes moins denses que dans la Frênaie à Orme riveraine avec Listéra.;Mull, stellenweise feuchte Ausprägung, oft erodiert.;"Auenböden, Regosol, Pararendzina vernässt, Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Oberboden sandig-lehmig, nährstoffreich, Unterboden kiesig, Skelettgehalt gering bis sehr hoch, Gründikeit mittel bis tief, durchlässig, sunpfig bis schwach grundnass.
";Partie superficielle du sol sablo-limoneuse, fertile, sous-sol intermédiaire graveleux, pierrosité faible à très élevée, sol moyennement profond à profond, perméable, tourbeux à peu influencé par la nappe phréatique. ;9;9;1;;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;2;28;;;;;;;;;;0;;0;;0;;1;0;0;0
29;29;;H;"Wüchsiger Eschenmischwald mit oft dominierender Esche und einzelnen Traubenkirschen, Bergahornen und Schwarzerlen. 
";Frênaie mélangée fertile, frêne fréquemment dominant avec, par pieds isolés, merisiers à grappes, érables sycomores et aulnes noirs. ;25;35;40;35;;"Flache Mulden und Plateaulagen mit Staunässe
";Cuvettes plates et plateaux avec eau stagnante. ;"Strauchig (oft Traubenkirsche) und krautig, Moose oft auch an Stammansatz
";Buissonnant (merisier à grappes fréquent) et herbeux, mousses fréquentes aussi sur les contreforts des troncs. ;Mull, stellenweise feuchte Ausprägung;"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser, Braunerde, Parabraunerde vernässt.
";"Skelettgehalt gering, Gründigkeit sehr tief, biologische Aktivität hoch, Durchlässigkeit mittel bis sehr gering, sehr stark bis schwach grundnass, Pseudogley bis schwach pseudovergleyt.
";Pierrosité faible, sol très profond, activité biologique intense, perméabilité moyenne à très faible, influence de la nappe phréatique très forte à faible, pseudogley à peu pseudogleyifié. ;9;9;1;60;;2;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;29;;;;;;;;;;1;;0;;0;;0;0;0;0
29,00001;29A;;H;"Eschen-Mischwald mit Bergulme, Bergahorn und Stieleiche, an erhöhten, lange nicht mehr überschwemmten Stellen kann sich die Buche ansiedeln. Heute oft ganz vom Fluss abgeschnitten, sodass die Entwicklung zum Buchenwald fortschreiten kann.
";Frênaie mélangée, avec orme de montagne, érable sycomore et chêne pédonculé. Possibilité pour le hêtre de s’implanter aux endroits surélevés qui ne sont plus inondés depuis longtemps. Emplacement souvent entièrement coupé du cours d’eau si bien que l’évolution vers une hêtraie peut se poursuivre.  ;28;35;40;35;;"Auenwald an Flüssen und grösseren Bächen, auch ursprünglich selten überschwemmt, Grundwasser meist im Wurzelraum, in Trockenperioden absinkend
";Forêt alluviale le long de cours d’eau et de grands ruisseaux, également à l’origine rarement inondée, nappe généralement jusqu’à l’espace racinaire, abaissement du niveau de ces dernières durant les périodes de sécheresse. ;"Sträucher oft dicht, Krautschicht kann sehr verschieden zusammengesetzt sein. 
";Buissons souvent denses, la composition de la strate herbacée peut être très diversifiée. ;Mull, stellenweise Kalkmull, teils erodiert.;"Auenböden, Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser, Regosol, Pararendzina, Rendzina vernässt, verbraunt,
";"Boden sandig-lehmig, nährstoffreich, Skelettgehalt gering bis sehr hoch, Gründigkeit tief, Durchlässigkeit mittel bis hoch, schwach bis stark grundnass, pseudovergleyt bis schach pseudovergleyt.
";Sol sablo-limoneux, fertile, pierrosité faible à très élevée, sol profond, perméabilité moyenne à élevée, peu à fortement influencé par la nappe phréatique, pseudogleyifié à peu pseudogleyifié. ;9;9;1;;70;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;1;2;2;0;29A;;;;;;;;;;0;;0;;0;;1;0;0;0
29,00002;29C;;H;Eschen-Mischwald mit Bergahorn und Stieleiche, oft auch mit einzelnen Buchen. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut. Oft auch Übergänge zu Kalk-Buchenwäldern;Frênaie mélangée avec érable sycomore et chêne pédonculé. Également avec présence fréquente de quelques hêtres. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes). Souvent, transition vers des hêtraies calcaires.;25;32;37;32;;Auenwald. Tiefere Lagen (unter 600 m ü. M.). Trockene Stellen der Aue, meist leicht erhöht und/oder mit sehr durchlässigem Untergrund, das Grundwasser erreicht nur die tieferen Bodenschichten;"Forêt alluviale. Station basse (en dessous de 600 m d’altitude). Endroits secs de la zone alluviale, en général légèrement surélevés et/ou avec un sous-sol très perméable ; les eaux souterraines n’atteignent que les couches inférieures du sol.";"Sträucher oft dicht, Krautschicht meist von der Weisssegge dominiert.
";Buissons souvent denses, strate herbacée souvent dominée par la laiche blanche. ;Mull, stellenweise Kalkmull, teils erodiert;"Auenböden. Regosol, Pararendzina, Rendzina vernässt, Nassböden beeinflusst durch Grund-/Hangwasser
";"Boden sandig-lehmig, Skelettgehalt sehr gering bis sehr hoch, Gründigkeit mittel bis tief, Durchlässigkeit hoch bis sehr hoch, grundnass bis keine Vernässung
";Sol sablo-limoneux, pierrosité très faible à très élevée, sol moyen à profond. ;9;1;1;;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;2;2;0;2;29C;;;;;;;;;;0;;0;;0;;1;0;0;0
29,009;29h;;H;"Wüchsiger Eschenmischwald, oft dominieren Esche und Tanne. 
";Frênaie mélangée fertile, frêne et sapin fréquemment dominants. ;30;35;40;30;;"Flache Mulden und Plateaulagen mit Staunässe
";Cuvettes plates et plateaux avec eau stagnante. ;"Krautig, moosig.
";Herbeux, mousses. ;Mull, Moder, stellenweise feuchte Ausprägung;"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser, Braunerde, Parabraunerde vernässt.
";"Skelettgehalt gering, Gründigkeit sehr tief, biologische Aktivität hoch, Durchlässigkeit mittel bis sehr gering, sehr stark bis schwach grundnass, Pseudogley bis schwach pseudovergleyt. 
";Pierrosité faible, sol très profond, activité biologique intense, perméabilité moyenne à très faible, influence de la nappe phréatique très forte à faible, pseudogley à peu pseudogleyifié. ;9;9;1;40;;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;29h;;;;;;;;;;1;;0;;0;;0;0;0;0
30;30;;H;"Sumpfiger Eschen-Schwarzerlen-Mischwald mit Traubenkirsche. 
";Forêt mélangée de frênes et d’aulnes marécageuse avec merisier à grappes. ;20;30;30;32;;"Flache Mulden und Tälchen, mit Stauwasser im Wurzelbereich
";Cuvettes plates et petites vallées, eau stagnante dans l’espace racinaire. ;"Strauchig und krautig. Oft dominieren Traubenkirsche und Scharfkantige Segge.
";Buissonnant et herbeux. Le merisier à grappes et la laiche à angles aigus sont souvent dominants. ;Anmoor, seltener Mull-Hydroform;"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser. 
";Unterhalb 50 cm ständig, darüber oft über längere Perioden vernässt, neutral bis basenreich. Skelettgehalt gering, Gründigkeit tief, Durchlässigkeit mittel bis gering. Sumpfig bis grundnass, Stagnogley oder Pseudogley.;En dessous de 50 cm engorgé en permanence, en dessus de 50 cm, souvent engorgé pendant de longues périodes, neutre à riche en bases. Pierrosité faible, sol profond, perméabilité moyenne à faible. Tourbeux à influencé par la nappe phréatique, stagnogley ou pseudogley.;9;9;1;55;;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;30;;;;;;;;;;1;;0;;0;;0;0;0;0
31;31;;;;Forêt d’aulnes blancs avec quelques saules blancs.  ;10;18;20;18;;Auenwald. Tiefe Lagen (unter 500 m ü. M.). Entlang den grossen Flüssen in nächster Nähe zum Flusslauf, alljährlich überschwemmt, die Bestände können bei Extrem-Hochwasser weggeschwemmt werden, und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd;"Forêt alluviale. Station basse (en dessous de 500 m d’altitude). Station le long de grands cours d’eau et très proche de ceux-ci, inondée tous les ans ; les peuplements peuvent être emportés lors de crues extrêmes et le développement de la zone alluviale commence à nouveau. Disparaît en cas de corrections de cours d’eau.";"Üppige Krautschicht , die sehr unterschiedlich zusammengesetzt sein kann.
";Strate herbacée luxuriante, qui peut présenter une composition très diversifiée. ;Mull, oft erodiert;"Auenböden. Regosol/Rohboden
";"Boden kiesig-sandig-lehmig.
";Sol gravelo-sablo-limoneux. ;9;9;;;;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;31;;;;;;;;;;0;;0;;0;;1;0;0;0
32,00002;32C;;H;"Grauerlenwald, meistens Reinbestand
";Forêt d’aulnes blancs, en général peuplement pur. ;10;18;22;18;;Auenwald. Flüsse und grosse Bäche unter 1000 m ü. M. Aue in nächster Nähe zum Flusslauf, mindestens alle 10 Jahre überschwemmt, die Bestände können bei Extrem-Hochwasser weggeschwemmt werden, und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd;"Forêt alluviale. Rivières et grands ruisseaux en dessous de 1000 m d’altitude. Zone alluviale très proche de leur cours, inondée au moins tous les 10 ans ; les peuplements peuvent être emportés lors de crues extrêmes et le développement de la zone alluviale commence à nouveau. Disparaît en cas de corrections de cours d’eau.";"Üppige Krautschicht, die aber nach Überschwemmungen sehr lückig und sehr unterschiedlich zusammengesetzt sein kann. 
";Strate herbacée luxuriante, qui peut toutefois être très lacunaire et présenter une composition très diversifiée après des inondations. ;Mull, stellenweise feuchte Ausprägung, teils Anmoor, Kalkmull, erodiert;"Auenböden. Regosol, Pararendzina, Rendzina stellenweise vernässt, Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch, Gründigkeit tief, Durchlässigkeit sehr hoch bis mittel, sumpfig bis schwach grundnass. 
";Sol gravelo-sablo-limoneux. Pierrosité faible à élevée, sol profond, perméabilité très élevée à moyenne, tourbeux à peu influencé par la nappe phréatique. ;9;9;1;;55;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;1;32C;;;;;;;;;;0;;0;;0;;1;0;0;0
32,00012;32S;;;;Forêt de saule laurier avec aulne blanc et autres espèces de saules;6;10;18;10;;Auenwald. In den Alpen in der subalpinen Stufe (über 1400 m ü. M.) entlang von Flussabschnitten mit wenig Gefälle. Bestände alljährlich überschwemmt, die Bestände können bei Extrem-Hochwasser weggeschwemmt werden, und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd.;"Forêt alluviale. Dans les Alpes à l’étage subalpin (au-dessus de 1400 m d’altitude), le long de tronçons de cours d’eau présentant une faible pente. Les peuplements sont inondés tous les ans ; ils peuvent être emportés par des crues extrêmes et le développement de la zone alluviale commence à nouveau. Disparaît en cas de corrections de cours d’eau.";"Niedrigwüchsiger Wald mit vielen Hochstauden.
";Forêt à végétation basse avec mégaphorbiées abondantes. ;Mull, stellenweise feuchte Ausprägung, teils Anmoor, Kalkmull, erodiert;"Auenböden. Regosol, Pararendzina, Rendzina stellenweise vernässt, Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch, Gründigkeit tief, Durchlässigkeit sehr hoch bis mittel, sumpfig bis schwach grundnass. 
";Sol gravelo-sablo-limoneux. Pierrosité faible à élevée, sol profond, perméabilité très élevée à moyenne, tourbeux à peu influencé par la nappe phréatique. ;9;9;;;;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;1;1;32S;;;;;;;;;;0;;0;;0;;1;0;0;0
32,00014;32V;;H;"Grauerlenwald in Reinbestand
";Forêt d’aulnes blancs, peuplement pur. ;10;15;22;15;;Auenwald. Flüsse und grosse Bäche über 1000 m ü. M. in den Alpen, an kühlen stellen auch über 900 m über Meer. Aue in nächster Nähe zum Flusslauf, mindestens alle 10 Jahre überschwemmt, die Bestände können bei Extrem-Hochwasser weggeschwemmt werden, und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd.;"Forêt alluviale. Rivières et grands ruisseaux au-dessus de 1000 m d’altitude dans les Alpes, dans les stations fraîches, également au-dessus de 900 m d’altitude. Zone alluviale très proche du cours d’eau, inondée au moins tous les 10 ans ; les peuplements peuvent être emportés lors de crues extrêmes et le développement de la zone alluviale commence à nouveau. Disparaît en cas de corrections de cours d’eau.";"Üppige Krautschicht, die aber nach Überschwemmungen sehr lückig und sehr unterschiedlich zusammengesetzt sein kann. 
";Strate herbacée luxuriante, qui peut toutefois être très lacunaire et présenter une composition très différente après des inondations. ;Mull, stellenweise feuchte Ausprägung, teils Anmoor, Kalkmull, erodiert;"Auenböden. Regosol, Pararendzina, Rendzina stellenweise vernässt, Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch, Gründigkeit tief, Durchlässigkeit sehr hoch bis mittel, sumpfig bis schwach grundnass. 

";Sol gravelo-sablo-limoneux. Pierrosité faible à élevée, sol profond, perméabilité très élevée à moyenne, tourbeux à peu influencé par la nappe phréatique. ;9;9;1;;55;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;2;1;32V;;;;;;;;;;0;;0;;0;;1;0;0;0
32,1;32*;;H;"Mässig- bis schlechtwüchsige Laubholzbestände, die einen deutlichen Pioniercharakter zeigen. Weisserle oder Bergahorn dominieren, stellenweise sind Esche, Ulme beigemischt. Oft stufig mit einer üppigen, artenreichen Strauchschicht, Hasel dominiert. Stellenweise Spuren von starker landwirtschaftlichen Nutzung.
";Peuplements de feuillus de croissance moyenne voire faible, présentant un caractère pionnier typique. L’aulne blanc ou l’érable sycomore dominent. En mélange par endroits : frêne et orme. Le peuplement est souvent étagé, avec une strate buissonnante luxuriante et riche en espèces, dominée par le noisetier. Par endroits, traces d’une utilisation agricole intensive.  ;15;20;30;20;;"Pionierstandort. Hänge mit mehr oder weniger deutlich sichtbaren Gleithorizonten, oft tiefgründigen Rutschungen und Oberflächenerosion. Häufig auf Bündnerschiefer, Flyschböden und Moränen. Gut wasserversorgt, jedoch nicht permanent vernässt.
";Station pionnière. Pentes avec des cisaillements plus ou moins visibles, glissements de terrain souvent profonds et érosion superficielle. Souvent sur schistes lustrés (Bündnerschiefer), flysch ou moraines. Station bien alimentée en eau, mais pas engorgée de manière permanente. ;"Sehr artenreich -  wenig konstante Arten:  üppige Strauchschicht, Bodenvegation stark deckend, grossblättrige Krautpflanzen. 
";Très riche en espèces - composition en espèces variable : végétation basse luxuriante très couvrante dans la strate buissonnante, plantes herbacées à grandes feuilles. ;Mull, Moder, stellenweise feuchte Ausprägung. Teils Anmoor, Kalkmull, erodiert.;"Rendzina, Pararendzina, Regosol, Ranker, stellenweise vernässt.
";"Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert. Durch die Anwesenheit von viel stickstoffbindenden Weisserlen sind die Böden sehr nährstoffreich. Skelettgehalt hoch bis äusserst hoch, Gründigkeit sehr tief, durchlässig, grundnass bi skeine Vernässung. 
";En raison de l’effet peu acidifiant de la litière des strates arborescente et buissonnante, la partie superficielle du sol présente une valeur de pH étonnamment élevée, également sur les sols siliceux. En raison de la présence de beaucoup d’aulnes blancs qui fixent l’azote, ces sols sont très fertiles. Pierrosité élevée à extrêmement élevée, sol très profond, perméable, influencé par la nappe phréatique à non hydromorphe. ;9;9;1;;0;2;1;1;1;0;0;2;0;0;0;0;2;0;1;2;2;1;1;2;2;2;2;32Stern;;;;;;;;;;0;;0;;0;;0;1;0;0
